PatientKontext;Patientidentifikator;Nachname;Vorname;Geburtsname;Geschlecht;Geburtsdatum;Wohnort;PLZ;PatientVerstorben;Todeszeitpunkt;Informationsquelle;LetzterLebendZeitpunkt;IKVersicherung;Versichertennummer
260123451_Airolo;P_0000025;Schulzen_85;Grete;Schulzen_85;w;1992-04-16;Ort_037;13767;nein;;P21;2020-12-18 17:00:00;TKK_900;9001000025
260123451_Airolo;P_0000026;Schmitts_73;Hans;Schmitts_73;m;1959-04-16;Ort_037;13764;nein;;P21;2020-08-07 17:00:00;TKK_900;9001000026
260123451_Airolo;P_0000027;Schulzen_10;Grete;Schulzen_10;w;1983-04-16;Ort_037;13766;nein;;P21;2020-06-09 17:00:00;TKK_900;9001000027
260123451_Airolo;P_0000028;Schmitts_15;Hans;Schulzen_15;m;2017-07-16;Ort_437;43765;nein;;P21;2020-05-29 17:00:00;BAR_400;4001000028
260123451_Airolo;P_0000029;Schmitts_15;Grete;Schmitts_15;w;1999-04-16;Ort_038;13864;nein;;P21;2020-09-28 17:00:00;TKK_900;9001000029
260123451_Airolo;P_0000030;Müllers_10;Hans;Müllers_10;m;1937-12-01;Ort_851;85160;nein;;P21;2020-12-04 17:00:00;BKK_800;8001000030
260123451_Airolo;P_0000031;Schmitts_11;Hans;Schulzen_11;m;1977-04-01;Ort_038;13865;nein;;P21;2020-04-03 17:00:00;TKK_900;9001000031
260123451_Airolo;P_0000032;Müllers_78;Grete;Müllers_78;w;1957-04-01;Ort_038;13861;nein;;P21;2020-08-20 17:00:00;TKK_900;9001000032
260123451_Airolo;P_0000033;Schmitts_12;Hans;Schmitts_12;m;1969-04-01;Ort_037;13763;nein;;P21;2020-04-16 17:00:00;TKK_900;9001000033
260123451_Airolo;P_0000034;Schmitts_25;Hans;Schmitts_25;m;1953-04-01;Ort_376;37654;nein;;P21;2020-06-14 17:00:00;AOK_300;3001000034
260123451_Airolo;P_0000035;Schmitts_13;Grete;Schmitts_13;w;1978-12-16;Ort_879;87953;nein;;P21;2020-10-18 17:00:00;BKK_800;8001000035
260123451_Airolo;P_0000036;Schulzen_11;Hans;Schulzen_11;m;1943-12-16;Ort_879;87956;nein;;P21;2020-05-25 17:00:00;BKK_800;8001000036
260123451_Airolo;P_0000037;Schmitts_17;Grete;Schulzen_17;w;1994-04-16;Ort_037;13765;nein;;P21;2020-02-12 17:00:00;TKK_900;9001000037
260123451_Airolo;P_0000038;Schmitts_16;Hans;Schulzen_16;m;1976-04-16;Ort_037;13765;nein;;P21;2020-08-12 17:00:00;TKK_900;9001000038
260123451_Airolo;P_0000039;Schulzen_15;Grete;Meyerson_15;w;1951-07-16;Ort_437;43768;nein;;P21;2020-04-29 17:00:00;BAR_400;4001000039
260123451_Airolo;P_0000040;Müllers_21;Grete;Schmitts_21;w;2005-10-01;Ort_646;64662;nein;;P21;2020-06-16 17:00:00;AOK_600;6001000040
260123451_Airolo;P_0000041;Schmitts_71;Hans;Schmitts_71;m;1949-01-01;Ort_237;23763;nein;;P21;2020-08-16 17:00:00;AOK_100;1001000041
260123451_Airolo;P_0000042;Müllers_56;Grete;Schmitts_56;w;1996-10-01;Ort_637;63762;nein;;P21;2020-02-05 17:00:00;AOK_600;6001000042
260123451_Airolo;P_0000043;Schulzen_94;Grete;Meyerson_94;w;2007-12-01;Ort_837;83768;nein;;P21;2020-08-22 17:00:00;BKK_800;8001000043
260123451_Airolo;P_0000044;Schulzen_17;Hans;Schulzen_17;m;1991-12-01;Ort_879;87956;nein;;P21;2020-01-20 17:00:00;BKK_800;8001000044
260123451_Airolo;P_0000045;Meyerson_23;Grete;Meyerson_23;w;2006-10-16;Ort_006;05669;nein;;P21;2020-10-03 17:00:00;TKK_900;9001000045
260123451_Airolo;P_0000046;Schmitts_10;Grete;Schulzen_10;w;1950-01-16;Ort_278;18255;nein;;P21;2020-07-08 17:00:00;AOK_100;1001000046
260123451_Airolo;P_0000047;Schmitts_16;Grete;Schulzen_16;w;1986-04-16;Ort_037;13765;nein;;P21;2020-01-14 17:00:00;TKK_900;9001000047
260123451_Airolo;P_0000048;Müllers_52;Grete;Müllers_52;w;2009-01-16;Ort_237;23760;nein;;P21;2020-05-08 17:00:00;AOK_100;1001000048
260123451_Airolo;P_0000049;Schmitts_22;Hans;Schulzen_22;m;1996-10-16;Ort_637;63765;nein;;P21;2020-08-06 17:00:00;AOK_600;6001000049
260123451_Airolo;P_0000050;Schulzen_15;Grete;Schulzen_15;w;1946-04-01;Ort_038;13867;nein;;P21;2020-12-13 17:00:00;TKK_900;9001000050
260123451_Airolo;P_0000051;Müllers_15;Grete;Schmitts_15;w;1990-07-01;Ort_437;43762;nein;;P21;2020-03-17 17:00:00;BAR_400;4001000051
260123451_Airolo;P_0000052;Müllers_64;Hans;Müllers_64;m;1944-04-01;Ort_037;13761;nein;;P21;2020-10-05 17:00:00;TKK_900;9001000052
260123451_Airolo;P_0000053;Müllers_62;Hans;Müllers_56;m;1943-04-01;Ort_038;13861;nein;;P21;2020-06-24 17:00:00;TKK_900;9001000053
260123451_Airolo;P_0000054;Schulzen_36;Grete;Meyerson_36;w;1948-01-01;Ort_237;23768;nein;;P21;2020-02-15 17:00:00;AOK_100;1001000054
260123451_Airolo;P_0000055;Müllers_17;Grete;Schmitts_17;w;1977-12-16;Ort_823;86162;nein;;P21;2020-03-07 17:00:00;BKK_800;8001000055
260123451_Airolo;P_0000056;Schulzen_21;Grete;Meyerson_21;w;1945-04-16;Ort_038;13868;nein;;P21;2020-06-25 17:00:00;TKK_900;9001000056
260123451_Airolo;P_0000057;Müllers_16;Grete;Müllers_16;w;1959-10-16;Ort_637;63761;nein;;P21;2020-09-18 17:00:00;AOK_600;6001000057
260123451_Airolo;P_0000058;Schmitts_58;Grete;Schmitts_58;w;1992-07-16;Ort_437;43763;nein;;P21;2020-11-27 17:00:00;BAR_400;4001000058
260123451_Airolo;P_0000059;Schulzen_56;Grete;Meyerson_56;w;1948-10-16;Ort_637;63768;nein;;P21;2020-06-27 17:00:00;AOK_600;6001000059
260123451_Airolo;P_0000060;Schulzen_13;Hans;Schulzen_13;m;1955-01-01;Ort_237;23766;nein;;P21;2020-08-27 17:00:00;AOK_100;1001000060
260123451_Airolo;P_0000061;Schmitts_96;Hans;Schulzen_96;m;1952-01-01;Ort_237;23765;nein;;P21;2020-06-23 17:00:00;AOK_100;1001000061
260123451_Airolo;P_0000062;Müllers_13;Grete;Müllers_13;w;1985-12-01;Ort_756;80341;nein;;P21;2020-10-31 17:00:00;IKK_700;7001000062
260123451_Airolo;P_0000063;Schulzen_23;Grete;Schulzen_23;w;1988-07-01;Ort_437;43766;nein;;P21;2020-10-09 17:00:00;BAR_400;4001000063
260123451_Airolo;P_0000064;Schulzen_12;Grete;Schulzen_12;w;2018-10-01;Ort_646;64667;nein;;P21;2020-04-05 17:00:00;AOK_600;6001000064
260123451_Airolo;P_0000065;Müllers_20;Hans;Schmitts_20;m;1949-04-16;Ort_038;13862;nein;;P21;2020-05-17 17:00:00;TKK_900;9001000065
260123451_Airolo;P_0000066;Müllers_16;Grete;Müllers_16;w;2018-04-16;Ort_376;37651;nein;;P21;2020-01-03 17:00:00;AOK_300;3001000066
260123451_Airolo;P_0000067;Schulzen_18;Hans;Schulzen_18;m;1975-12-16;Ort_837;83767;nein;;P21;2020-03-12 17:00:00;BKK_800;8001000067
260123451_Airolo;P_0000068;Meyerson_16;Grete;Meyerson_16;w;1954-04-16;Ort_037;13769;nein;;P21;2020-01-12 17:00:00;TKK_900;9001000068
260123451_Airolo;P_0000069;Schmitts_54;Grete;Schmitts_54;w;1944-07-16;Ort_437;43764;nein;;P21;2020-06-13 17:00:00;BAR_400;4001000069
260123451_Airolo;P_0000070;Schmitts_10;Hans;Schulzen_10;m;1954-04-01;Ort_376;37655;nein;;P21;2020-09-18 17:00:00;AOK_300;3001000070
260123451_Airolo;P_0000071;Schulzen_22;Hans;Meyerson_22;m;1994-12-01;Ort_851;85168;nein;;P21;2020-08-16 17:00:00;BKK_800;8001000071
260123451_Airolo;P_0000072;Schulzen_61;Hans;Schulzen_61;m;1926-07-01;Ort_437;43767;nein;;P21;2020-11-26 17:00:00;BAR_400;4001000072
260123451_Airolo;P_0000073;Meyerson_14;Grete;Meyerson_14;w;1942-01-01;Ort_237;23769;nein;;P21;2020-04-11 17:00:00;AOK_100;1001000073
260123451_Airolo;P_0000074;Schmitts_19;Grete;Schmitts_19;w;1950-04-01;Ort_038;13863;nein;;P21;2020-07-01 17:00:00;TKK_900;9001000074
260123451_Airolo;P_0000075;Müllers_13;Hans;Müllers_13;m;1997-04-16;Ort_037;13760;nein;;P21;2020-11-21 17:00:00;TKK_900;9001000075
260123451_Airolo;P_0000076;Schulzen_48;Grete;Schulzen_48;w;1941-12-16;Ort_837;83767;nein;;P21;2020-10-22 17:00:00;BKK_800;8001000076
260123451_Airolo;P_0000077;Schmitts_24;Grete;Schulzen_24;w;1954-12-16;Ort_839;83965;nein;;P21;2020-10-21 17:00:00;BKK_800;8001000077
260123451_Airolo;P_0000078;Müllers_83;Grete;Schmitts_83;w;1952-12-16;Ort_879;87952;nein;;P21;2020-01-10 17:00:00;BKK_800;8001000078
260123451_Airolo;P_0000079;Schmitts_81;Hans;Schmitts_81;m;1948-10-16;Ort_006;05664;nein;;P21;2020-02-01 17:00:00;TKK_900;9001000079
260123451_Airolo;P_0000080;Schmitts_10;Grete;Schmitts_10;w;1963-10-01;Ort_637;63763;nein;;P21;2020-07-04 17:00:00;AOK_600;6001000080
260123451_Airolo;P_0000081;Schmitts_14;Grete;Schmitts_14;w;1983-01-01;Ort_237;23763;nein;;P21;2020-03-25 17:00:00;AOK_100;1001000081
260123451_Airolo;P_0000082;Schmitts_92;Grete;Schmitts_92;w;1953-04-01;Ort_376;37654;nein;;P21;2020-10-02 17:00:00;AOK_300;3001000082
260123451_Airolo;P_0000083;Schulzen_77;Grete;Schulzen_77;w;1950-10-01;Ort_637;63767;nein;;P21;2020-06-11 17:00:00;AOK_600;6001000083
260123451_Airolo;P_0000084;Schmitts_83;Hans;Schulzen_83;m;1972-12-01;Ort_837;83765;nein;;P21;2020-11-27 17:00:00;BKK_800;8001000084
260123451_Airolo;P_0000085;Schmitts_24;Hans;Schmitts_24;m;1964-07-16;Ort_437;43763;nein;;P21;2020-10-27 17:00:00;BAR_400;4001000085
260123451_Airolo;P_0000086;Schulzen_70;Grete;Schulzen_70;w;1948-07-16;Ort_437;43767;nein;;P21;2020-06-11 17:00:00;BAR_400;4001000086
260123451_Airolo;P_0000087;Schulzen_16;Grete;Schulzen_16;w;1942-10-16;Ort_637;63766;nein;;P21;2020-07-30 17:00:00;AOK_600;6001000087
260123451_Airolo;P_0000088;Meyerson_24;Hans;Meyerson_24;m;2006-10-16;Ort_218;66469;nein;;P21;2020-06-18 17:00:00;AOK_100;1001000088
260123451_Airolo;P_0000089;Schmitts_86;Hans;Schmitts_86;m;1970-10-16;Ort_637;63764;nein;;P21;2020-07-30 17:00:00;AOK_600;6001000089
260123451_Airolo;P_0000090;Müllers_11;Grete;Schmitts_11;w;1989-07-01;Ort_437;43762;nein;;P21;2020-10-09 17:00:00;BAR_400;4001000090
260123451_Airolo;P_0000091;Müllers_58;Grete;Müllers_58;w;1954-07-01;Ort_437;43761;nein;;P21;2020-02-06 17:00:00;BAR_400;4001000091
260123451_Airolo;P_0000092;Schulzen_13;Hans;Schulzen_13;m;1950-10-01;Ort_637;63766;nein;;P21;2020-11-10 17:00:00;AOK_600;6001000092
260123451_Airolo;P_0000093;Müllers_39;Hans;Schmitts_39;m;1959-04-01;Ort_376;37652;nein;;P21;2020-05-05 17:00:00;AOK_300;3001000093
260123451_Airolo;P_0000094;Schmitts_16;Hans;Schmitts_16;m;2006-07-01;Ort_437;43763;nein;;P21;2020-12-09 17:00:00;BAR_400;4001000094
260123451_Airolo;P_0000095;Müllers_24;Grete;Müllers_24;w;1995-01-16;Ort_237;23760;nein;;P21;2020-11-22 17:00:00;AOK_100;1001000095
260123451_Airolo;P_0000096;Müllers_19;Grete;Müllers_19;w;1962-12-16;Ort_892;89251;nein;;P21;2020-04-05 17:00:00;BKK_800;8001000096
260123451_Airolo;P_0000097;Schulzen_12;Grete;Meyerson_12;w;1966-12-16;Ort_879;87958;nein;;P21;2020-01-24 17:00:00;BKK_800;8001000097
260123451_Airolo;P_0000098;Meyerson_10;Hans;Meyerson_10;m;2011-12-16;Ort_846;84669;nein;;P21;2020-02-22 17:00:00;BKK_800;8001000098
260123451_Airolo;P_0000099;Müllers_15;Grete;Müllers_15;w;1949-10-16;Ort_606;60661;nein;;P21;2020-01-09 17:00:00;AOK_600;6001000099
260123451_Airolo;P_0000100;Schmitts_22;Grete;Schmitts_22;w;1953-10-01;Ort_857;61263;nein;;P21;2020-08-19 17:00:00;BKK_800;8001000100
260123451_Airolo;P_0000101;Schmitts_23;Hans;Schmitts_23;m;1986-12-01;Ort_879;87953;nein;;P21;2020-09-16 17:00:00;BKK_800;8001000101
260123451_Airolo;P_0000102;Schmitts_23;Grete;Schmitts_23;w;1968-01-01;Ort_237;23764;nein;;P21;2020-09-10 17:00:00;AOK_100;1001000102
260123451_Airolo;P_0000103;Schmitts_87;Hans;Schmitts_87;m;1937-07-01;Ort_437;43763;nein;;P21;2020-04-02 17:00:00;BAR_400;4001000103
260123451_Airolo;P_0000104;Schulzen_22;Hans;Schulzen_22;m;1963-07-01;Ort_437;43767;nein;;P21;2020-07-18 17:00:00;BAR_400;4001000104
260123451_Airolo;P_0000105;Schmitts_20;Grete;Schulzen_20;w;1946-10-16;Ort_637;63765;nein;;P21;2020-06-09 17:00:00;AOK_600;6001000105
260123451_Airolo;P_0000106;Müllers_13;Hans;Müllers_13;m;1957-12-16;Ort_837;83760;nein;;P21;2020-11-27 17:00:00;BKK_800;8001000106
260123451_Airolo;P_0000107;Schmitts_53;Hans;Schulzen_53;m;1955-04-16;Ort_038;13865;nein;;P21;2020-11-02 17:00:00;TKK_900;9001000107
260123451_Airolo;P_0000108;Müllers_95;Grete;Müllers_95;w;1965-04-16;Ort_037;13761;nein;;P21;2020-12-27 17:00:00;TKK_900;9001000108
260123451_Airolo;P_0000109;Schmitts_51;Hans;Schmitts_51;m;1969-12-16;Ort_839;83963;nein;;P21;2020-07-15 17:00:00;BKK_800;8001000109
260123451_Airolo;P_0000110;Schmitts_10;Hans;Schmitts_10;m;2015-04-01;Ort_038;13864;nein;;P21;2020-10-27 17:00:00;TKK_900;9001000110
260123451_Airolo;P_0000111;Schulzen_23;Hans;Schulzen_23;m;1957-12-01;Ort_879;87957;nein;;P21;2020-10-02 17:00:00;BKK_800;8001000111
260123451_Airolo;P_0000112;Müllers_33;Hans;Müllers_33;m;1956-04-01;Ort_038;13860;nein;;P21;2020-02-03 17:00:00;TKK_900;9001000112
260123451_Airolo;P_0000113;Müllers_17;Grete;Müllers_17;w;1974-04-01;Ort_038;13860;nein;;P21;2020-02-26 17:00:00;TKK_900;9001000113
260123451_Airolo;P_0000114;Müllers_17;Grete;Müllers_17;w;1989-01-01;Ort_758;20660;nein;;P21;2020-02-19 17:00:00;IKK_700;7001000114
260123451_Airolo;P_0000115;Schmitts_24;Grete;Schulzen_24;w;1957-04-16;Ort_376;37655;nein;;P21;2020-12-05 17:00:00;AOK_300;3001000115
260123451_Airolo;P_0000116;Schulzen_23;Hans;Schulzen_23;m;1956-12-16;Ort_846;84666;nein;;P21;2020-09-25 17:00:00;BKK_800;8001000116
260123451_Airolo;P_0000117;Schmitts_27;Hans;Schulzen_27;m;1946-10-16;Ort_637;63765;nein;;P21;2020-05-15 17:00:00;AOK_600;6001000117
260123451_Airolo;P_0000118;Müllers_61;Hans;Müllers_61;m;1971-12-16;Ort_839;83960;nein;;P21;2020-08-07 17:00:00;BKK_800;8001000118
260123451_Airolo;P_0000119;Müllers_18;Hans;Müllers_18;m;1947-07-16;Ort_437;43761;nein;;P21;2020-02-28 17:00:00;BAR_400;4001000119
260123451_Airolo;P_0000120;Schulzen_19;Grete;Meyerson_19;w;1948-04-01;Ort_376;37658;nein;;P21;2020-05-23 17:00:00;AOK_300;3001000120
260123451_Airolo;P_0000121;Müllers_13;Grete;Müllers_13;w;1944-10-01;Ort_637;63760;nein;;P21;2020-02-16 17:00:00;AOK_600;6001000121
260123451_Airolo;P_0000122;Müllers_11;Hans;Müllers_11;m;1934-10-01;Ort_637;63761;nein;;P21;2020-10-23 17:00:00;AOK_600;6001000122
260123451_Airolo;P_0000123;Schulzen_17;Grete;Meyerson_17;w;1978-04-01;Ort_372;37258;nein;;P21;2020-02-01 17:00:00;AOK_300;3001000123
260123451_Airolo;P_0000124;Schulzen_17;Hans;Meyerson_17;m;1948-12-01;Ort_806;80668;nein;;P21;2020-04-23 17:00:00;BKK_800;8001000124
260123451_Airolo;P_0000125;Schulzen_40;Hans;Meyerson_40;m;1942-04-16;Ort_037;13768;nein;;P21;2020-06-04 17:00:00;TKK_900;9001000125
260123451_Airolo;P_0000126;Schulzen_39;Hans;Schulzen_39;m;1978-12-16;Ort_879;87957;nein;;P21;2020-02-28 17:00:00;BKK_800;8001000126
260123451_Airolo;P_0000127;Müllers_21;Grete;Schmitts_21;w;1933-07-16;Ort_437;43762;nein;;P21;2020-06-07 17:00:00;BAR_400;4001000127
260123451_Airolo;P_0000128;Schulzen_77;Hans;Schulzen_77;m;1955-12-16;Ort_837;83767;nein;;P21;2020-10-16 17:00:00;BKK_800;8001000128
260123451_Airolo;P_0000129;Schulzen_21;Grete;Meyerson_21;w;1975-01-16;Ort_825;23768;nein;;P21;2020-04-24 17:00:00;BKK_800;8001000129
260123451_Airolo;P_0000130;Müllers_36;Grete;Schmitts_36;w;1976-04-01;Ort_037;13762;nein;;P21;2020-07-27 17:00:00;TKK_900;9001000130
260123451_Airolo;P_0000131;Schulzen_15;Grete;Schulzen_15;w;1993-10-01;Ort_637;63766;nein;;P21;2020-05-23 17:00:00;AOK_600;6001000131
260123451_Airolo;P_0000132;Schulzen_18;Hans;Meyerson_18;m;1949-04-01;Ort_376;37658;nein;;P21;2020-05-06 17:00:00;AOK_300;3001000132
260123451_Airolo;P_0000133;Schulzen_12;Hans;Schulzen_12;m;1952-12-01;Ort_878;87857;nein;;P21;2020-07-23 17:00:00;BKK_800;8001000133
260123451_Airolo;P_0000134;Schulzen_72;Grete;Schulzen_72;w;1952-01-01;Ort_237;23766;nein;;P21;2020-05-29 17:00:00;AOK_100;1001000134
260123451_Airolo;P_0000135;Müllers_84;Grete;Müllers_84;w;1957-12-16;Ort_878;87851;nein;;P21;2020-12-18 17:00:00;BKK_800;8001000135
260123451_Airolo;P_0000136;Schmitts_75;Grete;Schulzen_75;w;1988-01-16;Ort_237;23765;nein;;P21;2020-06-21 17:00:00;AOK_100;1001000136
260123451_Airolo;P_0000137;Schulzen_22;Hans;Schulzen_22;m;1944-01-16;Ort_237;23767;nein;;P21;2020-08-15 17:00:00;AOK_100;1001000137
260123451_Airolo;P_0000138;Müllers_69;Grete;Schmitts_69;w;1935-07-16;Ort_437;43762;nein;;P21;2020-07-02 17:00:00;BAR_400;4001000138
260123451_Airolo;P_0000139;Schulzen_66;Hans;Schulzen_66;m;1966-04-16;Ort_037;13767;nein;;P21;2020-12-18 17:00:00;TKK_900;9001000139
260123451_Airolo;P_0000140;Schmitts_68;Hans;Schmitts_68;m;1941-07-01;Ort_437;43763;nein;;P21;2020-02-23 17:00:00;BAR_400;4001000140
260123451_Airolo;P_0000141;Schulzen_13;Hans;Schulzen_13;m;1944-07-01;Ort_437;43767;nein;;P21;2020-10-06 17:00:00;BAR_400;4001000141
260123451_Airolo;P_0000142;Müllers_19;Grete;Müllers_19;w;1992-01-01;Ort_760;16760;nein;;P21;2020-04-17 17:00:00;IKK_700;7001000142
260123451_Airolo;P_0000143;Schulzen_20;Hans;Schulzen_20;m;2018-01-01;Ort_216;25356;nein;;P21;2020-05-19 17:00:00;AOK_100;1001000143
260123451_Airolo;P_0000144;Schulzen_14;Hans;Schulzen_14;m;1980-10-01;Ort_637;63767;nein;;P21;2020-06-20 17:00:00;AOK_600;6001000144
260123451_Airolo;P_0000145;Schmitts_69;Hans;Schmitts_69;m;2011-10-16;Ort_646;64664;nein;;P21;2020-06-20 17:00:00;AOK_600;6001000145
260123451_Airolo;P_0000146;Müllers_24;Grete;Schmitts_24;w;1988-07-16;Ort_437;43762;nein;;P21;2020-10-17 17:00:00;BAR_400;4001000146
260123451_Airolo;P_0000147;Schulzen_45;Hans;Schulzen_45;m;1946-12-16;Ort_851;85166;nein;;P21;2020-12-03 17:00:00;BKK_800;8001000147
260123451_Airolo;P_0000148;Schulzen_24;Grete;Meyerson_24;w;1986-12-16;Ort_831;83168;nein;;P21;2020-11-27 17:00:00;BKK_800;8001000148
260123451_Airolo;P_0000149;Meyerson_24;Hans;Meyerson_24;m;1977-01-16;Ort_237;23769;nein;;P21;2020-11-12 17:00:00;AOK_100;1001000149
260123451_Airolo;P_0000150;Schulzen_98;Hans;Schulzen_98;m;1941-10-01;Ort_637;63766;nein;;P21;2020-08-29 17:00:00;AOK_600;6001000150
260123451_Airolo;P_0000151;Schulzen_24;Grete;Schulzen_24;w;1981-07-01;Ort_522;52267;nein;;P21;2020-10-28 17:00:00;DAK_550;5501000151
260123451_Airolo;P_0000152;Müllers_10;Grete;Müllers_10;w;1959-04-01;Ort_037;13761;nein;;P21;2020-08-06 17:00:00;TKK_900;9001000152
260123451_Airolo;P_0000153;Schulzen_13;Grete;Meyerson_13;w;1962-01-01;Ort_237;23768;nein;;P21;2020-09-09 17:00:00;AOK_100;1001000153
260123451_Airolo;P_0000154;Müllers_10;Hans;Schmitts_10;m;1953-07-01;Ort_437;43762;nein;;P21;2020-06-26 17:00:00;BAR_400;4001000154
260123451_Airolo;P_0000155;Schulzen_12;Hans;Meyerson_12;m;1976-12-16;Ort_839;83968;nein;;P21;2020-05-02 17:00:00;BKK_800;8001000155
260123451_Airolo;P_0000156;Müllers_19;Hans;Müllers_19;m;2004-04-16;Ort_038;13861;nein;;P21;2020-12-01 17:00:00;TKK_900;9001000156
260123451_Airolo;P_0000157;Schulzen_33;Grete;Schulzen_33;w;1981-04-16;Ort_038;13866;nein;;P21;2020-09-22 17:00:00;TKK_900;9001000157
260123451_Airolo;P_0000158;Schmitts_10;Grete;Schmitts_10;w;1997-10-16;Ort_006;05664;nein;;P21;2020-11-08 17:00:00;TKK_900;9001000158
260123451_Airolo;P_0000159;Schulzen_45;Grete;Schulzen_45;w;1947-01-16;Ort_237;23766;nein;;P21;2020-06-19 17:00:00;AOK_100;1001000159
260123451_Airolo;P_0000160;Schmitts_14;Grete;Schulzen_14;w;1924-07-01;Ort_437;43765;nein;;P21;2020-09-23 17:00:00;BAR_400;4001000160
260123451_Airolo;P_0000161;Müllers_18;Hans;Müllers_18;m;1948-12-01;Ort_806;80660;nein;;P21;2020-04-29 17:00:00;BKK_800;8001000161
260123451_Airolo;P_0000162;Meyerson_21;Grete;Meyerson_21;w;2008-04-01;Ort_038;13869;nein;;P21;2020-08-28 17:00:00;TKK_900;9001000162
260123451_Airolo;P_0000163;Schulzen_21;Hans;Meyerson_21;m;1958-07-01;Ort_437;43768;nein;;P21;2020-04-02 17:00:00;BAR_400;4001000163
